lon lat ve vn vu se sn su name
118.67886 -20.53975 -0.36013 -0.49101 0.37675 0.29463 0.31257 0.61357 pthl
174.09545 -39.27002 -1.46081 -0.63355 -2.55462 0.45060 0.42487 0.82890 pgne
174.01427 -39.29437 -1.27421 -1.34180 -3.03262 0.35394 0.62898 0.86744 pgkh
183.63120 -44.02429 -33.15311 0.80241 -1.02575 0.39318 0.39283 0.75657 owmg
166.41612 -22.24199 -0.96883 -0.46972 -1.22163 0.46394 0.39901 0.78227 nbtg
130.82473 -12.45546 -0.60382 -0.12024 0.41487 0.27836 0.27438 0.65690 lkya
181.83976 -14.29605 -84.64636 0.04629 -2.33963 0.87323 1.09819 1.70036 fttg
146.67519 -38.56516 0.07631 -1.12710 -3.17306 0.39964 0.42938 1.00006 yrrm
137.60627 -35.01703 0.24451 -0.02846 0.08294 0.56670 0.56162 1.35067 yor5
144.05157 -38.28224 0.10283 -1.35465 0.50994 1.51174 0.50535 1.23541 wurd
145.53003 -37.77707 -0.30466 -0.33573 -0.21206 0.40111 0.37994 0.85462 wori
150.89427 -34.42779 0.14274 0.12598 -0.59656 0.54843 0.52739 1.06687 wol2
142.47852 -38.38271 0.12293 0.00128 -1.03306 0.44189 0.45986 0.88263 wnbl
144.66855 -37.90614 -0.08620 -0.12584 -3.21806 0.49511 0.55152 1.10012 wbee
143.92231 -35.73539 0.70114 0.17496 -0.81556 0.42675 0.56631 1.21396 vikr
149.89452 -25.80138 0.33059 0.55367 0.41994 0.47752 0.46168 0.89045 tar3
150.93340 -31.09410 0.07189 -0.32294 0.37044 0.43790 0.45371 1.02905 tamw
178.44336 -18.14825 -7.71888 -7.34029 4.52194 1.25845 1.00613 2.44978 svfj
143.25739 -36.61523 0.63377 -1.35126 -0.00106 1.15596 1.08596 1.06783 sta8
145.13919 -37.02422 0.47621 -0.65142 -0.13606 0.34433 0.35494 0.77985 semr
151.91465 -24.63103 0.29626 0.68666 -1.69306 0.52173 0.50471 1.06218 ros5
150.51415 -23.37796 0.15976 0.38828 -1.90506 0.57662 0.57129 1.15576 roc2
150.20910 -23.28765 1.28062 0.34656 -4.17406 0.50038 0.47821 0.96858 rid1
142.19091 -35.38294 0.85358 -2.59468 -1.81656 1.08117 2.18739 1.95834 patc
136.89062 -30.43941 -1.45800 -1.38325 -1.91356 1.26990 0.98150 1.34912 olym
141.00621 -38.04791 -0.32175 -0.03962 -0.29206 0.47321 0.51269 0.91231 nlso
150.37378 -34.54982 0.04638 -0.49528 -0.50906 0.44635 0.51842 0.78005 msvl
146.51787 -19.33130 -0.98708 1.73650 0.10894 0.78880 0.91623 1.15013 mrt3
115.71104 -32.52974 -0.13255 -0.31005 -0.01406 0.55939 0.56790 0.99438 mndh
148.86339 -21.15989 0.42870 0.77589 -1.71606 0.45867 0.42206 0.95753 mir3
144.27421 -23.43794 -0.35022 -0.57336 0.55494 0.60058 0.65906 1.29895 lon4
147.97191 -37.88413 -0.61076 -0.20229 -1.95306 0.63355 0.69285 1.30754 lent
146.62230 -37.62820 0.27765 -0.96305 -1.20806 0.55809 0.56742 1.48050 lcla
152.80046 -25.29803 0.07584 -0.80054 -1.89706 0.94990 0.99080 2.36007 hvyb
142.17487 -36.72275 0.16183 -0.42087 -1.33706 0.36111 0.37089 0.85408 hrsm
142.02475 -37.74519 -3.54793 2.41712 -5.36106 1.51635 1.21371 2.06838 hmlt
150.30313 -28.54654 1.06220 0.35828 -3.86006 0.60454 0.66353 1.75911 gwi4
144.35601 -38.14791 0.11686 -0.04629 -1.61706 0.49798 0.55202 1.12364 glng
148.24158 -40.21438 0.26790 -0.72935 -0.34757 0.48578 0.39956 0.56078 flnd
144.97367 -37.80861 -0.17896 -0.23150 -1.76006 1.00520 0.96893 1.58322 eml2
151.11979 -25.37580 0.15613 -0.43844 -0.46406 0.38316 0.37997 0.74064 edsv
145.93604 -38.24351 0.06348 -0.68843 -0.54406 0.37396 0.38188 0.84560 ebnk
145.06443 -37.68085 -0.07217 -1.62278 -4.70606 0.46210 0.48107 0.94335 dora
152.91101 -26.41612 0.56198 1.59152 0.07294 0.51819 0.53199 0.98593 cry4
144.97355 -37.73948 0.12272 0.28696 -1.48106 0.58312 0.55493 1.31117 cobg
145.64416 -35.91200 0.18432 -0.23012 -2.24706 0.34836 0.35346 0.77060 cbr2
148.67200 -20.28906 -0.67239 0.18104 -1.18406 0.67029 0.54260 1.33412 can3
115.34905 -33.65054 0.30982 -0.56875 -0.06006 0.42379 0.43066 0.88152 buss
150.85835 -34.56417 -0.17337 -0.06878 0.43994 0.63795 0.52957 1.09528 brrk
147.00409 -42.38203 -0.05288 -0.79646 -0.24606 0.49361 0.56177 0.88358 both
142.84094 -37.71155 0.42076 -0.03895 -1.74506 0.40325 0.38506 0.81603 bolc
146.00597 -36.54385 0.58072 -0.16054 -1.76206 0.35795 0.37045 0.81285 bnla
142.91284 -35.98547 -4.16655 0.02421 0.50794 4.78688 1.67917 1.77213 birc
142.93128 -37.28279 0.52842 -0.20522 -1.27106 0.41361 0.38299 0.84627 arrt
172.37615 -42.58520 -16.06500 -6.46500 1.38908 1.45534 1.48827 0.66257 ianh
174.72947 -37.25658 0.06542 -0.39208 -0.16140 0.42099 0.42053 0.44743 vwku
175.53677 -37.13473 0.96712 -1.27528 -0.04492 0.42194 0.42552 0.46824 vthm
170.12119 -46.14653 -29.39905 -10.76976 NaN 0.96328 0.67339 NaN ecfh
170.08116 -46.20192 -27.97779 -11.41790 NaN 0.80607 0.81563 NaN ecfg
169.32067 -45.47388 -29.44265 -12.38874 NaN 1.23456 0.95567 NaN e2k6
169.97852 -45.04760 -28.95800 -12.52002 NaN 0.82250 0.96643 NaN dqyl
137.69581 -34.93885 -0.50140 -0.06525 0.53994 0.78537 0.86938 1.06700 ytwn
119.64580 -31.29069 -0.62782 -0.76385 -0.40506 0.54489 0.34563 0.69498 yelo
135.78438 -34.14415 -0.21598 -0.70071 -0.51106 0.53490 0.47558 0.69261 yeel
166.94437 -22.15955 -0.99422 -1.07666 -1.26406 1.21326 0.72999 1.34945 yate
147.32168 -33.70342 -0.16089 -0.64143 -1.23806 0.41973 0.56655 0.75053 wwlg
134.35453 -19.93336 -0.74199 0.17449 -0.20306 0.82508 0.45322 0.68686 wmga
138.35597 -34.26130 -2.27468 -0.26995 -3.71806 1.18500 1.09403 1.52325 wldh
120.21837 -26.62568 -0.06284 -0.60111 -0.09006 0.73648 0.62790 0.68286 wilu
149.96480 -16.28744 -1.24263 0.38938 -0.99106 1.29371 0.94704 1.09808 wili
116.87977 -33.02601 -1.28313 -0.34111 -0.64306 0.95764 0.55872 0.90160 wil2
117.50064 -32.78176 -0.65958 -0.29523 -1.40306 1.09507 0.75283 1.18367 wick
117.35208 -33.30605 -0.54449 -0.40068 -1.91406 0.86474 0.72902 1.59844 wgn1
141.92046 -12.67832 -0.42263 -0.51006 0.45594 0.65177 0.69764 1.05166 weip
152.03039 -28.21347 -0.52950 -0.85172 -0.03806 1.00574 0.93400 0.78165 warw
128.29618 -25.03720 -0.45417 -0.54300 0.05994 0.51436 0.39793 0.68309 wara
135.66045 -34.55887 -1.03488 -0.99783 1.76194 1.08278 0.89096 1.38263 wani
140.00475 -34.19562 -0.54708 -0.68470 -0.38206 0.64605 0.70460 1.00093 waik
186.01685 -18.65068 112.74414 -58.18138 0.75594 1.61225 1.06010 3.27944 vavs
153.40026 -28.34892 0.43090 -1.67650 -0.86006 0.99617 1.13064 1.14604 twed
150.12220 -36.03514 -0.17007 -0.78503 -0.25206 0.67387 0.74577 0.73494 turo
138.98309 -34.50580 -0.36024 -0.75862 1.35894 0.76135 0.74230 0.94233 tnda
142.05742 -29.45016 -0.43105 -0.59404 0.42594 0.57279 0.55771 0.68102 tbob
178.42525 -18.14593 -4.98881 -4.15002 -4.13806 2.06010 1.82406 7.11547 suva
145.21404 -38.37518 -0.24545 -0.53144 -0.30306 0.60679 0.62536 0.79645 stny
142.84875 -35.50452 0.52813 -0.78880 -0.37506 1.94051 0.85451 0.74383 seal
151.60161 -32.89029 6.04569 -3.77141 -19.16706 1.35911 1.48596 6.04006 seah
151.42986 -32.75861 -0.33933 0.43813 4.91794 1.62574 1.05805 8.80514 sawg
153.57488 -28.27172 0.70711 -0.85812 -2.25206 0.82766 1.02179 1.07930 salt
137.93433 -32.47029 -0.30566 -0.76748 -0.69906 0.52571 0.49767 0.67289 sa45
153.38121 -28.07697 -0.06831 -0.40960 -0.79406 0.52937 0.44930 0.71364 rob1
120.07089 -33.59674 -0.69239 -0.65497 -0.34706 0.69068 0.46279 0.68273 ravn
149.24894 -35.34106 -2.68189 -1.14485 -57.39406 2.61932 1.32594 2.12562 quea
138.48572 -35.09470 -1.18807 -1.06717 -0.51606 0.71191 0.49203 0.69427 ptsv
150.91370 -34.47554 -0.39164 -0.50246 -0.54506 0.48380 0.47254 0.73105 ptkl
118.60554 -20.41206 -0.70300 -1.19958 3.54794 4.73451 0.79086 6.53659 pthd
164.90137 -21.11862 -1.13983 0.68963 -2.61206 0.97483 0.63359 1.18111 pmbt
164.58100 -20.39248 0.27107 0.00939 -1.07706 1.69044 0.76929 1.19961 pebo
149.10300 -33.30300 0.18792 0.42583 NaN 2.46100 2.55800 NaN org0
121.78724 -32.26002 -0.47189 -0.65114 -0.15906 0.47193 0.33986 0.68445 nors
190.06889 -19.06229 -78.59778 6.83471 7.27094 0.75424 0.44858 1.34834 niu0
139.66244 -34.69516 -1.18361 -1.51301 -1.38606 0.86850 1.05149 1.41321 nild
141.64601 -36.30842 -0.52951 -0.96657 0.23294 0.56761 0.52521 0.70756 nhil
136.20086 -34.08486 -1.64466 -1.51476 0.19194 0.84170 1.25162 1.52038 neil
149.08819 -35.05614 -0.26207 -0.28533 -0.40306 1.08838 1.02035 0.88147 murm
151.37985 -32.70976 0.19640 -0.63436 0.15894 1.14638 0.94072 9.88975 mtmm
117.84310 -28.11531 -0.31710 -0.74115 0.27494 0.77526 0.61152 0.68124 mtma
143.44891 -37.58762 -0.05861 -0.07224 -1.14606 0.70014 0.77459 0.68994 mtem
133.20671 -25.94569 -0.43556 -0.66602 0.10894 0.56409 0.50449 0.65202 mtcv
139.26171 -35.14956 -0.10132 -0.39286 0.05294 0.85892 0.81065 0.90787 mryb
143.65177 -38.77982 -0.19266 -0.74683 -0.81706 0.94686 0.89145 0.75043 mng0
139.48713 -20.73655 -1.68910 -0.52385 -0.86706 1.52528 1.34741 0.80753 misa
151.33920 -27.80977 0.25943 -2.28551 -4.63106 1.13001 1.45028 8.76466 mil3
138.54338 -35.21801 1.01833 0.09609 4.57094 2.57795 1.52865 8.92431 mclv
137.67402 -34.37409 0.14055 0.25178 -1.14206 0.66935 0.58464 0.83944 mait
121.31905 -28.87836 -0.46257 -0.41127 0.11694 0.64017 0.42741 0.73293 lon0
150.04123 -33.32496 -4.27909 -1.67974 -24.00306 2.26479 2.40244 1.46833 lith
165.83162 -21.70937 -2.15456 0.44193 -3.43606 0.65699 0.54471 1.07234 lfoa
147.14599 -41.43468 -0.66202 0.03170 -0.88506 0.84848 0.89791 0.83633 laun
133.21276 -15.57315 -0.43592 -0.63503 1.19494 0.49761 0.38329 0.77355 larr
140.51264 -35.32580 -1.82548 -2.22820 -1.41506 0.75433 1.03251 0.91085 lam1
151.49136 -32.79894 0.79808 0.29640 0.10994 0.99424 0.93497 1.09341 kurr
128.76263 -15.67696 -1.07585 -0.00723 -0.74006 0.69214 0.41667 0.76304 kunu
117.70264 -31.62232 -0.48740 -0.74302 -0.84206 0.51473 0.31811 0.66678 keln
137.72127 -33.96798 -0.23935 -0.62466 -0.12306 1.23375 0.87719 1.13905 kdn0
139.88691 -35.09735 -0.08976 -1.21635 -0.61506 0.61342 1.00710 0.89274 karo
121.45926 -30.78439 -0.29272 -0.59620 -0.04706 0.39374 0.29193 0.69252 kalg
143.49206 -32.86413 -0.11848 -0.52754 0.05294 0.65374 0.57387 0.68950 ihoe
118.89188 -32.44938 -0.43680 -0.50415 -0.39706 0.46710 0.34554 0.67965 hydn
142.29621 -10.59037 -0.73473 -0.51732 0.45894 0.73424 0.58547 0.93723 hnis
164.94305 -20.68886 -0.21306 0.52553 -0.53906 1.26592 0.96966 1.05326 hgh0
152.82656 -25.28303 0.93270 -0.56888 -1.23906 1.08021 1.07168 0.99577 hbay
152.66004 -26.18859 0.92526 -0.58606 -0.40206 1.25662 1.09603 1.18350 gym0
121.64513 -33.17728 0.99538 1.55320 -0.62306 0.93487 1.25592 1.86794 grs0
166.90501 -22.31499 -0.56184 -0.89201 -2.62906 0.86271 0.47491 1.43037 gor3
151.25443 -23.84127 -0.34791 -0.91503 -0.29506 1.01463 1.04846 0.91475 glad
152.33112 -27.54393 -0.57330 -0.13357 0.47194 0.60792 0.51659 0.70481 gatt
149.91520 -37.56812 -0.51134 -0.79360 -0.39306 0.62666 0.57474 0.67968 gabo
121.88815 -33.84107 -0.02877 -0.54180 -1.83306 0.75045 0.72858 1.30394 esp1
148.52025 -23.47831 -1.07881 -0.93149 0.39894 1.16826 0.69109 0.75886 ensh
131.18683 -13.83457 -0.67395 -0.62719 0.49494 0.51589 0.42792 0.74512 doda
151.55442 -32.84556 -0.99031 -0.52403 -1.10706 1.28229 1.24229 8.35430 dara
145.75832 -16.93572 1.06482 1.11999 0.33494 1.11931 0.88664 1.21963 crns
153.42152 -27.53771 -1.87097 -2.93871 -2.72806 0.99546 1.18190 0.94787 crl0
115.84120 -31.94250 -0.48879 0.92903 2.32894 1.08143 1.11333 3.00302 crkp
153.04715 -27.44105 0.39399 0.04919 -1.33406 0.90085 0.86215 0.96126 crkb
138.58915 -34.93385 0.17333 -1.41886 4.19794 1.33642 1.17360 1.05337 crka
200.18761 -21.20078 -77.90014 17.25752 0.94994 0.42839 0.36575 1.19024 cook
134.72258 -29.03471 -0.44196 -0.78896 -0.26706 0.64284 0.52532 0.68855 coob
148.60829 -31.03731 -3.57540 -7.75518 -3.11306 2.20292 3.11292 1.16344 coo2
139.85350 -35.69110 -0.33883 -0.63227 -0.65406 0.64456 0.61112 0.78201 cnlp
148.82642 -32.91394 0.12026 -0.05200 1.55794 0.82860 0.78790 1.40258 cmnk
153.11754 -30.29535 0.50542 0.38585 -0.35206 1.30142 1.06941 0.92923 chcc
150.82012 -34.06324 3.02273 -0.20599 -3.71406 1.46714 1.11740 0.95769 cbt0
149.05050 -35.32409 -3.01131 0.78696 -43.55206 2.84538 0.99199 6.11471 canb
152.95160 -27.08436 -0.20394 -0.82834 -0.48106 0.54905 0.71810 0.72006 cab2
117.17465 -30.52552 -0.43758 -0.66787 -0.46606 0.46871 0.32265 0.67373 bura
149.01151 -30.02743 1.19944 -0.18289 1.99594 0.66667 0.88162 1.39859 bur4
147.24394 -42.73911 -0.19725 -1.91864 1.02194 1.35016 1.22682 1.36570 brtn
144.20401 -36.03140 0.05926 -0.63912 0.11294 0.61643 0.61911 0.76583 broc
151.33391 -32.65715 -0.53446 -0.34012 -2.25606 1.32022 1.12946 10.69098 bra2
146.65774 -36.34644 -0.13659 -0.58800 -1.27406 0.50125 1.02182 0.72838 beec
153.20253 -27.72033 0.71661 0.76747 -1.90906 0.44398 0.59550 0.84777 bee2
152.99508 -27.98709 -0.39481 -0.42904 -0.12706 0.43643 0.41694 0.72548 bdst
153.06917 -26.68465 -0.04538 -1.60148 0.24794 0.96202 1.69627 0.95136 bdrm
147.65603 -37.75860 -0.53552 -0.80924 -0.92406 0.41582 0.57554 0.76821 bdle
153.19363 -28.12534 0.54717 -1.37055 0.63194 1.19585 1.01232 1.06866 bcmt
136.05868 -32.81035 -0.16753 -0.78609 -0.40006 0.50261 0.44273 0.66694 bboo
153.37403 -27.94058 -0.73452 -0.54832 -3.04306 1.21894 0.84664 0.99174 arun
137.16010 -30.45328 -0.48622 -0.80605 0.12794 0.60543 0.53679 0.68079 anda
140.49324 -34.70989 -0.14296 -1.11726 -0.80006 0.92130 1.16802 1.11308 alw0
117.81019 -34.95022 -0.14521 -0.93472 -0.60106 0.45355 0.53962 0.67181 alby
151.69968 -27.27024 -0.55042 -1.50793 -1.78906 0.90772 0.94524 0.95103 acl1
133.87922 -23.76699 -0.88424 -0.23672 0.47194 0.61353 0.41838 0.76830 21na
133.88275 -23.69819 -0.17339 -0.42729 0.37094 0.36913 0.42958 0.79968 20na
174.77871 -41.27265 -22.50260 -6.81948 -0.35906 0.48921 0.46641 0.85736 wel1
171.14442 -42.55817 -3.14000 -1.59000 -1.13092 0.48000 0.57000 0.61839 ianh
171.44367 -42.72383 -7.12000 -0.71000 -0.92092 0.54000 0.50000 0.68639 ianh
171.46617 -41.74908 -2.70000 -0.60000 -1.25092 0.47000 0.46000 0.62838 ianh
171.48242 -42.74458 -8.48000 -0.94000 -0.35092 0.48000 0.56000 0.69299 ianh
171.66525 -42.29025 -4.38000 -0.81000 -0.86092 0.43000 0.53000 0.73793 ianh
171.68333 -42.45042 -5.45000 -0.63000 -2.24092 0.59000 0.59000 1.10396 ianh
171.80425 -42.55525 -7.84000 -1.76000 0.24908 0.50000 0.57000 0.70512 ianh
171.85400 -42.09558 -5.06000 -0.69000 -0.67092 0.48000 0.51000 0.60385 ianh
171.90633 -41.87692 -4.06000 0.37999 0.13908 0.40000 0.50000 0.62832 ianh
172.02042 -42.45600 -7.79000 -1.40000 0.60908 0.50000 0.61000 1.39604 ianh
172.06358 -41.58358 -3.55001 0.54999 -1.14092 0.45000 0.45000 0.57599 ianh
172.10808 -41.16833 -2.66001 -0.22001 -1.31092 0.59000 0.49000 0.84280 ianh
172.11725 -41.72933 -4.84001 -0.14001 -2.07092 0.43000 0.48000 0.58461 ianh
172.11833 -42.02942 -5.54000 -0.33001 -1.52092 0.45000 0.43000 0.58375 ianh
172.19958 -42.31192 -6.88000 -0.58000 -1.10092 0.58000 0.60000 1.02677 ianh
172.23675 -42.14800 -6.15000 -0.62001 3.30908 0.46000 0.46000 1.04262 ianh
172.23908 -41.40592 -4.08001 0.88999 -0.24092 0.51000 0.58000 0.71886 ianh
172.27992 -41.72175 -5.01001 0.07999 -2.50092 0.47000 0.47000 0.57586 ianh
172.28033 -40.87267 -2.91001 0.21999 0.48908 0.43000 0.49000 0.80298 ianh
172.31117 -41.06283 -3.53001 0.34999 -0.55092 0.52000 0.43000 0.71947 ianh
172.32033 -43.08325 -28.45000 -10.20000 0.20908 0.55000 0.57000 0.59179 ianh
172.35908 -41.82092 -5.99001 0.28999 -1.29092 0.45000 0.46000 0.58811 ianh
172.37500 -42.53100 -15.31000 -6.03000 2.28908 0.50000 0.74000 0.79917 ianh
172.37892 -41.24083 -3.67001 -0.15001 -0.30092 0.44000 0.43000 0.73301 ianh
172.38342 -40.68792 -2.71001 0.51999 -1.28092 0.38000 0.44000 0.67295 ianh
172.39383 -42.47483 -13.97000 -4.55000 2.44908 0.74000 0.64000 1.03711 ianh
172.40075 -42.37917 -11.91000 -2.99000 2.32908 0.56000 0.55000 0.73368 ianh
172.49958 -41.72908 -6.92001 1.06999 -2.93092 0.55000 0.52000 0.93846 ianh
172.50283 -42.89417 -27.01000 -10.76000 -0.79092 0.60000 0.60000 0.56554 ianh
172.50867 -41.42458 -5.57001 0.47999 0.11908 0.46000 0.49000 0.60257 ianh
172.51592 -42.00833 -7.57000 -0.19001 1.81908 0.54000 0.48000 0.77566 ianh
172.51800 -42.25692 -9.77000 -2.06001 1.23908 0.59000 0.49000 0.73829 ianh
172.54125 -41.55200 -6.23001 0.27999 0.40908 0.48000 0.44000 0.57130 ianh
172.54500 -42.59575 -19.63000 -9.29000 1.10908 1.54000 2.24000 0.81765 ianh
172.54833 -43.11775 -29.91000 -10.43000 -0.70092 0.56000 0.64000 0.59242 ianh
172.60308 -41.03483 -4.19001 0.30999 -0.51092 0.44000 0.40000 0.73129 ianh
172.62125 -40.87675 -3.58001 0.50999 -3.13092 0.42000 0.48000 0.69040 ianh
172.64267 -42.74425 -25.20000 -9.89000 -0.02092 0.74000 0.76000 0.58802 ianh
172.65000 -42.05317 -8.63000 -0.02001 1.70908 0.67000 0.77000 0.95478 ianh
172.67217 -40.71300 -2.92002 0.22999 -0.14092 0.58000 0.54000 0.84739 ianh
172.68175 -41.21792 -4.83001 0.56999 -0.66092 0.54000 0.83000 1.00129 ianh
172.69117 -41.10908 -4.81001 0.22999 -1.15092 0.48000 0.44000 0.60865 ianh
172.69242 -42.83800 -28.28000 -10.74000 -0.07092 0.79000 1.09000 1.14158 ianh
172.69292 -42.98733 -29.36000 -9.66000 -0.72092 0.64000 0.81000 0.59183 ianh
172.70983 -40.51200 -2.73002 0.39998 -0.99092 0.49000 0.54000 0.71972 ianh
172.74617 -42.21242 -12.93000 -2.83001 0.72908 0.43000 0.44000 0.65978 ianh
172.76217 -41.69867 -6.89001 0.52999 -2.91092 0.56000 0.47000 2.25095 ianh
172.77325 -42.30375 -15.14000 -4.32001 0.76908 0.50000 0.63000 0.70622 ianh
172.77633 -42.58325 -24.30000 -9.56001 0.15908 0.98000 0.76000 0.70996 ianh
172.78200 -41.77592 -8.20001 0.10999 0.85908 0.51000 0.46000 0.91120 ianh
172.80042 -42.68892 -26.56000 -10.31000 -1.42092 0.66000 0.90000 0.87979 ianh
172.81300 -42.90708 -29.36000 -11.40000 -2.72092 0.76000 0.96000 0.69894 ianh
172.82525 -42.47692 -22.16000 -8.46001 1.15908 1.12000 0.68000 0.70120 ianh
172.82775 -41.52525 -6.73001 0.01999 -1.97092 0.52000 0.51000 0.93239 ianh
172.85033 -40.93417 -4.35001 0.35999 -2.09092 0.42000 0.42000 1.00547 ianh
172.93542 -42.47358 -22.34000 -7.81001 2.42908 0.54000 0.41000 0.58439 ianh
172.98442 -41.33300 -6.29001 -0.16001 -1.00092 0.48000 0.42000 0.64416 ianh
172.99442 -41.12383 -4.89001 0.09999 -0.33092 0.62000 0.49000 0.78910 ianh
173.01025 -42.68733 -28.21000 -10.18001 -0.35092 0.54000 0.43000 0.66827 ianh
173.01383 -42.32033 -20.02000 -5.93001 1.44908 0.46000 0.48000 0.96817 ianh
173.02575 -42.78608 -29.34000 -11.52000 -0.60092 0.70000 0.51000 0.58851 ianh
173.05792 -41.62683 -8.11001 -0.46001 -1.18092 0.66000 0.53000 0.69518 ianh
173.07525 -42.19717 -17.76000 -5.11001 -0.06092 0.51000 0.61000 0.69555 ianh
173.08000 -41.90400 -11.12001 -1.14001 1.00908 0.43000 0.48000 0.56293 ianh
173.11658 -42.92608 -31.29000 -11.29000 -0.66092 0.60000 0.92000 0.65407 ianh
173.13167 -41.49275 -7.89001 -0.03001 -1.77092 0.47000 0.47000 1.10063 ianh
173.19400 -42.48825 -26.02000 -9.06001 0.73908 0.45000 0.60000 0.66673 ianh
173.21575 -41.30100 -7.14001 -0.37001 -1.47092 0.38000 0.37000 0.65872 ianh
173.22408 -42.27192 -20.98000 -6.60001 1.25908 0.43000 0.45000 0.59340 ianh
173.23108 -42.84383 -31.70000 -11.56001 -0.55092 0.62000 0.64000 0.64532 ianh
173.24808 -42.41600 -24.90000 -8.66001 -0.41092 0.44000 0.45000 0.65944 ianh
173.34600 -41.95825 -15.49001 -3.56001 3.04908 0.46000 0.43000 0.64931 ianh
173.34767 -41.62558 -9.54001 -0.75001 1.28908 0.48000 0.45000 0.80112 ianh
173.37167 -42.03200 -17.96001 -5.01001 0.41908 0.50000 0.54000 0.67740 ianh
173.37358 -42.61583 -29.65000 -9.37001 -1.91092 0.61000 0.70000 0.98865 ianh
173.39508 -41.70008 -11.81001 -1.44001 -0.77092 0.45000 0.43000 0.57032 ianh
173.39592 -41.47408 -8.78001 -0.72001 -0.20092 0.51000 0.48000 0.63340 ianh
173.42908 -42.13475 -21.16001 -7.08001 0.39908 0.49000 0.51000 0.57179 ianh
173.43042 -42.39033 -26.95000 -9.20001 0.22908 0.48000 0.50000 0.65527 ianh
173.43233 -41.27558 -7.44001 -0.82002 -0.39092 0.44000 0.45000 0.65968 ianh
173.43408 -42.36617 -26.15000 -9.38001 -0.36092 0.46000 0.47000 0.60805 ianh
173.54392 -41.74192 -14.08001 -2.66001 -0.39092 0.52000 0.47000 0.55991 ianh
173.57883 -41.24092 -8.60001 -1.23002 -2.59092 0.66000 0.39000 1.22519 ianh
173.60167 -41.97800 -21.63001 -6.41001 1.03908 0.49000 0.55000 0.73131 ianh
173.61192 -42.31092 -26.88000 -10.10001 -1.57092 0.54000 0.70000 0.62522 ianh
173.66917 -41.86925 -18.23001 -5.46001 -0.28092 0.58000 0.57000 0.68462 ianh
173.69575 -41.41042 -9.82001 -1.55002 0.28908 0.53000 0.48000 0.58047 ianh
173.69692 -42.42042 -30.11000 -11.00001 -2.72092 0.94000 1.03000 0.65824 ianh
173.80217 -41.54283 -12.23001 -2.43002 -1.06092 0.50000 0.55000 0.68519 ianh
173.80567 -41.74525 -17.16001 -5.13001 -1.06092 0.47000 0.48000 0.58432 ianh
173.82308 -40.96325 -7.88002 -1.15003 -2.81092 0.51000 0.47000 0.60827 ianh
173.88900 -41.94825 -23.03001 -8.75001 -0.72092 0.51000 0.55000 0.63920 ianh
173.92425 -42.15575 -28.56000 -10.15001 -0.76092 0.47000 0.58000 0.76313 ianh
173.94558 -41.85217 -21.44001 -7.35001 -0.85092 0.39000 0.54000 0.55940 ianh
173.99767 -41.61583 -16.66001 -4.82002 0.03908 0.44000 0.48000 0.58950 ianh
174.00600 -41.87908 -22.55001 -7.65001 -1.06092 0.78000 0.86000 0.63574 ianh
174.02217 -41.34783 -11.84001 -2.40002 -1.26092 0.51000 0.45000 0.64371 ianh
174.02900 -41.78167 -20.93001 -7.51002 -0.92092 0.76000 0.64000 0.58509 ianh
174.13675 -41.82267 -23.67001 -8.20002 -1.78092 0.60000 0.58000 0.79520 ianh
174.16000 -41.02667 -10.32002 -1.52003 0.06908 0.50000 0.58000 0.63976 ianh
174.17117 -41.84858 -24.62001 -7.97002 -1.29092 0.65000 0.59000 0.70154 ianh
172.77141 -34.46658 0.18662 -1.51331 -2.91807 0.22742 0.22742 0.31202 1394
173.76942 -35.96210 0.00522 -1.27849 -0.30807 0.22729 0.22729 0.29900 1361
173.78360 -35.40843 0.59617 -1.37814 -0.42807 0.28596 0.27977 0.37272 aaju
173.85496 -39.24056 -1.46144 -0.86828 -0.04806 0.44892 0.53882 0.55823 a7d5
173.86787 -39.45920 -1.48972 -1.26312 0.80194 0.49094 0.53375 0.62911 a3x8
173.88177 -35.04544 0.57049 -0.96571 -0.88807 0.33767 0.33767 0.43055 1384
174.03066 -39.05761 -0.80259 -1.24611 -0.00806 0.62911 0.59547 0.89450 d1jx
174.10242 -39.31119 -1.63046 -1.60024 -2.81806 0.83000 0.51594 0.60319 1255
174.12488 -39.04280 -1.92757 0.05504 7.11195 0.98522 0.71277 1.14565 2404
174.19456 -39.55399 -2.08839 -0.61910 -0.44806 0.47269 0.51289 0.53335 1243
174.22821 -39.13399 -1.03669 -1.44371 -0.27805 0.31647 0.36187 0.36032 1259
174.24820 -36.45239 0.56498 -1.05651 -0.89807 0.28071 0.28071 0.37294 aaey
174.39472 -39.28535 -1.71021 -1.38669 0.16195 0.45078 0.50620 0.55025 1256
174.42338 -39.48168 -2.28357 -1.34131 -0.11805 0.43868 0.50791 0.53205 1245
174.45136 -35.91812 0.31700 -1.34145 -0.70807 0.28688 0.28688 0.37296 b2fq
174.45817 -39.73995 -3.48145 -0.97585 -7.12806 1.12300 0.72365 1.37900 b2x8
174.46975 -35.85196 0.48598 -1.22099 0.62193 0.26035 0.26035 0.42160 aav5
174.52047 -39.62978 -2.43222 -1.46511 0.83194 0.55411 0.53675 0.62092 1242
174.52429 -39.08102 -0.66178 -1.84516 0.83197 0.54444 0.40510 0.48608 1262
